# path	class	soname	elf_type
usr/lib/libnl-route-3.so.200 -> usr/lib/libnl-route-3.so.200.26.0
usr/lib/libnl-xfrm-3.so -> usr/lib/libnl-xfrm-3.so.200.26.0
usr/lib/libnl-xfrm-3.so.200 -> usr/lib/libnl-xfrm-3.so.200.26.0
usr/lib/libnsl.so.1 -> usr/lib/libnsl-2.31.so
usr/lib/libnss_dns.so.2 -> usr/lib/libnss_dns-2.31.so
usr/lib/libnss_files.so.2 -> usr/lib/libnss_files-2.31.so
usr/lib/libnss_winbind.so -> usr/lib/libnss_winbind.so.2
usr/lib/libnss_wins.so -> usr/lib/libnss_wins.so.2
usr/lib/libntfs-3g.so -> usr/lib/libntfs-3g.so.88.0.0
usr/lib/libntfs-3g.so.88 -> usr/lib/libntfs-3g.so.88.0.0
usr/lib/libogg.so -> usr/lib/libogg.so.0.8.4
usr/lib/libogg.so.0 -> usr/lib/libogg.so.0.8.4
usr/lib/libout123.so -> usr/lib/libout123.so.0.2.2
usr/lib/libout123.so.0 -> usr/lib/libout123.so.0.2.2
usr/lib/libpam.so -> usr/lib/libpam.so.0.85.1
usr/lib/libpam.so.0 -> usr/lib/libpam.so.0.85.1
usr/lib/libpam_misc.so -> usr/lib/libpam_misc.so.0.82.1
usr/lib/libpam_misc.so.0 -> usr/lib/libpam_misc.so.0.82.1
usr/lib/libpamc.so -> usr/lib/libpamc.so.0.82.1
usr/lib/libpamc.so.0 -> usr/lib/libpamc.so.0.82.1
usr/lib/libpanelw.so -> usr/lib/libpanelw.so.6 -> usr/lib/libpanelw.so.6.1
usr/lib/libpanelw.so.6 -> usr/lib/libpanelw.so.6.1
usr/lib/libparted-fs-resize.so -> usr/lib/libparted-fs-resize.so.0.0.2
usr/lib/libparted-fs-resize.so.0 -> usr/lib/libparted-fs-resize.so.0.0.2
usr/lib/libparted.so -> usr/lib/libparted.so.2.0.2
usr/lib/libparted.so.2 -> usr/lib/libparted.so.2.0.2
usr/lib/libpcre.so -> usr/lib/libpcre.so.1.2.12
usr/lib/libpcre.so.1 -> usr/lib/libpcre.so.1.2.12
usr/lib/libpcrecpp.so -> usr/lib/libpcrecpp.so.0.0.2
usr/lib/libpcrecpp.so.0 -> usr/lib/libpcrecpp.so.0.0.2
usr/lib/libpcreposix.so -> usr/lib/libpcreposix.so.0.0.7
usr/lib/libpcreposix.so.0 -> usr/lib/libpcreposix.so.0.0.7
usr/lib/libpng.so -> usr/lib/libpng16.so -> usr/lib/libpng16.so.16.37.0
usr/lib/libpng16.so -> usr/lib/libpng16.so.16.37.0
usr/lib/libpng16.so.16 -> usr/lib/libpng16.so.16.37.0
usr/lib/libpopt.so -> usr/lib/libpopt.so.0.0.1
usr/lib/libpopt.so.0 -> usr/lib/libpopt.so.0.0.1
usr/lib/libpsx.so -> usr/lib/libpsx.so.2 -> usr/lib/libpsx.so.2.48
usr/lib/libpsx.so.2 -> usr/lib/libpsx.so.2.48
usr/lib/libpthread.so.0 -> usr/lib/libpthread-2.31.so
usr/lib/libpthsem.so -> usr/lib/libpthsem.so.20.0.28
usr/lib/libpthsem.so.20 -> usr/lib/libpthsem.so.20.0.28
usr/lib/libpython3.9.so -> usr/lib/libpython3.9.so.1.0
usr/lib/libreadline.so -> usr/lib/libreadline.so.8 -> usr/lib/libreadline.so.8.1
usr/lib/libreadline.so.8 -> usr/lib/libreadline.so.8.1
usr/lib/libresolv.so.2 -> usr/lib/libresolv-2.31.so
usr/lib/librt.so.1 -> usr/lib/librt-2.31.so
usr/lib/libsamba-credentials.so -> usr/lib/libsamba-credentials.so.1.0.0
usr/lib/libsamba-credentials.so.1 -> usr/lib/libsamba-credentials.so.1.0.0
usr/lib/libsamba-errors.so -> usr/lib/libsamba-errors.so.1
usr/lib/libsamba-hostconfig.so -> usr/lib/libsamba-hostconfig.so.0.0.1
usr/lib/libsamba-hostconfig.so.0 -> usr/lib/libsamba-hostconfig.so.0.0.1
usr/lib/libsamba-passdb.so -> usr/lib/libsamba-passdb.so.0.28.0
usr/lib/libsamba-passdb.so.0 -> usr/lib/libsamba-passdb.so.0.28.0
usr/lib/libsamba-policy.cpython-39-x86-64-linux-gnu.so -> usr/lib/libsamba-policy.cpython-39-x86-64-linux-gnu.so.0.0.1
usr/lib/libsamba-policy.cpython-39-x86-64-linux-gnu.so.0 -> usr/lib/libsamba-policy.cpython-39-x86-64-linux-gnu.so.0.0.1
usr/lib/libsamba-util.so -> usr/lib/libsamba-util.so.0.0.1
usr/lib/libsamba-util.so.0 -> usr/lib/libsamba-util.so.0.0.1
usr/lib/libsamdb.so -> usr/lib/libsamdb.so.0.0.1
usr/lib/libsamdb.so.0 -> usr/lib/libsamdb.so.0.0.1
usr/lib/libslang.so -> usr/lib/libslang.so.2 -> usr/lib/libslang.so.2.3.2
usr/lib/libslang.so.2 -> usr/lib/libslang.so.2.3.2
usr/lib/libsmartcols.so -> usr/lib/libsmartcols.so.1.1.0
usr/lib/libsmartcols.so.1 -> usr/lib/libsmartcols.so.1.1.0
usr/lib/libsmbclient.so -> usr/lib/libsmbclient.so.0.7.0
usr/lib/libsmbclient.so.0 -> usr/lib/libsmbclient.so.0.7.0
usr/lib/libsmbconf.so -> usr/lib/libsmbconf.so.0
usr/lib/libss.so -> usr/lib/libss.so.2 -> usr/lib/libss.so.2.0
usr/lib/libss.so.2 -> usr/lib/libss.so.2.0
usr/lib/libssh.so -> usr/lib/libssh.so.4 -> usr/lib/libssh.so.4.8.6
usr/lib/libssh.so.4 -> usr/lib/libssh.so.4.8.6
usr/lib/libssh2.so -> usr/lib/libssh2.so.1.0.1
usr/lib/libssh2.so.1 -> usr/lib/libssh2.so.1.0.1
usr/lib/libssl.so -> usr/lib/libssl.so.1.1
usr/lib/libstdc++.so.6 -> usr/lib/libstdc++.so.6.0.28
usr/lib/libtasn1.so -> usr/lib/libtasn1.so.6.6.1
usr/lib/libtasn1.so.6 -> usr/lib/libtasn1.so.6.6.1
usr/lib/libtevent-util.so -> usr/lib/libtevent-util.so.0.0.1
usr/lib/libtevent-util.so.0 -> usr/lib/libtevent-util.so.0.0.1
usr/lib/libthread_db.so.1 -> usr/lib/libthread_db-1.0.so
usr/lib/libtiff.so -> usr/lib/libtiff.so.5.6.0
usr/lib/libtiff.so.5 -> usr/lib/libtiff.so.5.6.0
usr/lib/libtorrent.so -> usr/lib/libtorrent.so.21.0.0
usr/lib/libtorrent.so.21 -> usr/lib/libtorrent.so.21.0.0
usr/lib/libturbojpeg.so -> usr/lib/libturbojpeg.so.0 -> usr/lib/libturbojpeg.so.0.2.0
usr/lib/libturbojpeg.so.0 -> usr/lib/libturbojpeg.so.0.2.0
usr/lib/libudev.so -> usr/lib/libudev.so.1.6.3
usr/lib/libudev.so.1 -> usr/lib/libudev.so.1.6.3
usr/lib/libusb-0.1.so.4 -> usr/lib/libusb-0.1.so.4.4.4
usr/lib/libusb-1.0.so -> usr/lib/libusb-1.0.so.0.3.0
usr/lib/libusb-1.0.so.0 -> usr/lib/libusb-1.0.so.0.3.0
usr/lib/libusb.so -> usr/lib/libusb-0.1.so.4.4.4
usr/lib/libutil.so.1 -> usr/lib/libutil-2.31.so
usr/lib/libuuid.so -> usr/lib/libuuid.so.1.3.0
usr/lib/libuuid.so.1 -> usr/lib/libuuid.so.1.3.0
usr/lib/libvorbis.so -> usr/lib/libvorbis.so.0.4.9
usr/lib/libvorbis.so.0 -> usr/lib/libvorbis.so.0.4.9
usr/lib/libvorbisenc.so -> usr/lib/libvorbisenc.so.2.0.12
usr/lib/libvorbisenc.so.2 -> usr/lib/libvorbisenc.so.2.0.12
usr/lib/libvorbisfile.so -> usr/lib/libvorbisfile.so.3.3.8
usr/lib/libvorbisfile.so.3 -> usr/lib/libvorbisfile.so.3.3.8
usr/lib/libwbclient.so -> usr/lib/libwbclient.so.0.15
usr/lib/libwbclient.so.0 -> usr/lib/libwbclient.so.0.15
usr/lib/libxkbcommon.so -> usr/lib/libxkbcommon.so.0 -> usr/lib/libxkbcommon.so.0.0.0
usr/lib/libxkbcommon.so.0 -> usr/lib/libxkbcommon.so.0.0.0
usr/lib/libxml2.so -> usr/lib/libxml2.so.2.9.12
usr/lib/libxml2.so.2 -> usr/lib/libxml2.so.2.9.12
usr/lib/libxtables.so -> usr/lib/libxtables.so.12.3.0
usr/lib/libxtables.so.12 -> usr/lib/libxtables.so.12.3.0
usr/lib/libz.so -> usr/lib/libz.so.1.2.11
usr/lib/libz.so.1 -> usr/lib/libz.so.1.2.11
usr/lib/samba/libasn1-samba4.so.8 -> usr/lib/samba/libasn1-samba4.so.8.0.0
usr/lib/samba/libcom_err-samba4.so.0 -> usr/lib/samba/libcom_err-samba4.so.0.25
usr/lib/samba/libgssapi-samba4.so.2 -> usr/lib/samba/libgssapi-samba4.so.2.0.0
usr/lib/samba/libhcrypto-samba4.so.5 -> usr/lib/samba/libhcrypto-samba4.so.5.0.1
usr/lib/samba/libhdb-samba4.so.11 -> usr/lib/samba/libhdb-samba4.so.11.0.2
usr/lib/samba/libheimbase-samba4.so.1 -> usr/lib/samba/libheimbase-samba4.so.1.0.0
usr/lib/samba/libheimntlm-samba4.so.1 -> usr/lib/samba/libheimntlm-samba4.so.1.0.1
usr/lib/samba/libhx509-samba4.so.5 -> usr/lib/samba/libhx509-samba4.so.5.0.0
usr/lib/samba/libkdc-samba4.so.2 -> usr/lib/samba/libkdc-samba4.so.2.0.0
usr/lib/samba/libkrb5-samba4.so.26 -> usr/lib/samba/libkrb5-samba4.so.26.0.0
usr/lib/samba/libldb.so.2 -> usr/lib/samba/libldb.so.2.3.0
usr/lib/samba/libpyldb-util.cpython-39-x86-64-linux-gnu.so.2 -> usr/lib/samba/libpyldb-util.cpython-39-x86-64-linux-gnu.so.2.3.0
usr/lib/samba/libpytalloc-util.cpython-39-x86-64-linux-gnu.so.2 -> usr/lib/samba/libpytalloc-util.cpython-39-x86-64-linux-gnu.so.2.3.2
usr/lib/samba/libroken-samba4.so.19 -> usr/lib/samba/libroken-samba4.so.19.0.1
usr/lib/samba/libtalloc.so.2 -> usr/lib/samba/libtalloc.so.2.3.2
usr/lib/samba/libtdb.so.1 -> usr/lib/samba/libtdb.so.1.4.3
usr/lib/samba/libtevent.so.0 -> usr/lib/samba/libtevent.so.0.10.2
usr/lib/samba/libwind-samba4.so.0 -> usr/lib/samba/libwind-samba4.so.0.0.0
usr/lib/tc/m_ipt.so -> usr/lib/tc/m_xt.so
usr/lib/xtables/libxt_NOTRACK.so -> usr/lib/xtables/libxt_CT.so
usr/lib/xtables/libxt_state.so -> usr/lib/xtables/libxt_conntrack.so
usr/libexec/sudo/libsudo_util.so -> usr/libexec/sudo/libsudo_util.so.0.0.0
usr/libexec/sudo/libsudo_util.so.0 -> usr/libexec/sudo/libsudo_util.so.0.0.0
